#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
PROV1;Vestisland;Vesturland;Vestisland;;Isla Vest;;;;;;;;;x
PROV2;Austisland;Austurland;Austisland;;Austisland;;;;;;;;;x
PROV3;Tyrconnell;Tyrconnell;Tyrconnell;;Tyrconnell;;;;;;;;;x
PROV4;Tyrone;Tyrone;Tyrone;;Tyrone;;;;;;;;;x
PROV5;Ulster;Ulster;Ulster;;Úlster;;;;;;;;;x
PROV6;Blekinge;Blekinge;Blekinge;;Blekinge;;;;;;;;;x
PROV7;Oriel;Oriel;Oriel;;Oriel;;;;;;;;;x
PROV8;Breifne;Breifne;Breifne;;Breifne;;;;;;;;;x
PROV9;Connacht;Connacht;Connacht;;Connacht;;;;;;;;;x
PROV10;Kildare;Kildare;Kildare;;Kildare;;;;;;;;;x
PROV11;Dublin;Dublin;Dublin;;Dublín;;;;;;;;;x
PROV12;Ossory;Osraige;Ossory;;Ossory;;;;;;;;;x
PROV13;Thomond;Thomond;Thomond;;Thomond;;;;;;;;;x
PROV14;Desmond;Desmond;Desmond;;Desmond;;;;;;;;;x
PROV15;Ormond;Ormond;Ormond;;Ormond;;;;;;;;;x
PROV16;Leinster;Leinster;Leinster;;Leinster;;;;;;;;;x
PROV17;Hereford;Hereford;Hereford;;Hereford;;;;;;;;;x
PROV18;Dyfed;Dyfed;Dyfed;;Dyfed;;;;;;;;;x
PROV19;Glamorgan;Glamorgan;Glamorgan;;Glamorgan;;;;;;;;;x
PROV20;Gwent;Gwent;Gwent;;Gwent;;;;;;;;;x
PROV21;Gloucester;Gloucester;Gloucester;;Gloucester;;;;;;;;;x
PROV22;Oxford;Oxford;Oxford;;Oxford;;;;;;;;;x
PROV23;Wiltshire;Wiltshire;Wiltshire;;Wiltshire;;;;;;;;;x
PROV24;Surrey;Surrey;Surrey;;Surrey;;;;;;;;;x
PROV25;Sussex;Sussex;Sussex;;Sussex;;;;;;;;;x
PROV26;Winchester;Winchester;Winchester;;Winchester;;;;;;;;;x
#PROV27;Somerset;Somerset;Somerset;;Somerset;;;;;;;;;x
#PROV28;Dorset;Dorset;Dorset;;Dorset;;;;;;;;;x
PROV29;Devon;Devon;Devon;;Devon;;;;;;;;;x
PROV30;Worcester;Worcester;Worcester;;Worcester;;;;;;;;;x
PROV31;Cornwall;Cornouailles;Cornwall;;Cornualles;;;;;;;;;x
PROV32;Middlesex;Middlesex;Middlesex;;Middlesex;;;;;;;;;x
PROV33;Faereyar;Faereyar;Faereyar;;Faereyar;;;;;;;;;x
PROV34;Shetland;Shetland;Shetland;;Shetland;;;;;;;;;x
PROV35;Innse Gall;Innse Gall;Innse Gall;;Innse Gall;;;;;;;;;x
PROV36;Orkney;Orcades;Orkney;;Orkney;;;;;;;;;x
PROV37;Caithness;Caithness;Caithness;;Caithness;;;;;;;;;x
PROV38;Teviotdale;Teviotdale;Teviotdale;;Teviotdale;;;;;;;;;x
